Country,Year,Status,Life_expectancy,Adult_mortality,Infant_mortality,Alcohol_consumption,Health_expenditure,HepB_immunization,Measles_cases,BMI,Under_5_deaths,Polio_immunization,Total_health_expenditure,Diphtheria_immunization,HIV_AIDS_deaths,GDP_per_capita,Population,Thinness_1_19_years,Thinness_5_9_years,Human_development_index,Schooling_years
Czechia,2007,Developed,76.8,17,0,13.43,0,99,2,62.2,0,99,6.52,99,0.1,17000,10000000,2,2.1,0.8,
Czechia,2006,Developed,76.5,19,0,13.03,0,98,7,61.8,0,98,6.69,98,0.1,17000,10000000,2,2.1,0.8,
Czechia,2005,Developed,75.9,114,0,13.19,0,99,0,61.3,0,96,6.93,97,0.1,17000,10000000,2.1,2.1,0.8,
Czechia,2004,Developed,75.8,116,0,13.24,0,98,17,6.8,0,96,6.9,98,0.1,17000,10000000,2.1,2.2,0.8,
Czechia,2003,Developed,75.2,122,0,13.01,0,92,30,6.4,0,97,7.13,97,0.1,17000,10000000,2.2,2.2,0.8,
Czechia,2002,Developed,75.3,12,0,13.47,0,86,4,59.9,0,97,6.8,98,0.1,17000,10000000,2.2,2.3,0.8,
Czechia,2001,Developed,75.1,123,0,13.36,0,,6,59.4,0,97,6.42,98,0.1,17000,10000000,2.2,2.3,0.8,
Czechia,2000,Developed,74.7,126,0,13.22,0,,9,59,0,98,6.31,98,0.1,17000,10000000,2.3,2.3,0.8,
Democratic People's Republic of Korea,2015,Developing,76,139,6,,0,96,0,32.9,7,99,,96,0.1,645,25000000,4.9,4.9,,
Democratic People's Republic of Korea,2014,Developing,73,142,6,0.01,0,93,3,32.4,8,99,,93,0.1,645,25000000,4.9,4.9,,
Democratic People's Republic of Korea,2013,Developing,71,146,6,3.35,0,93,0,31.8,8,99,,93,0.1,645,25000000,5,5,,
Democratic People's Republic of Korea,2012,Developing,69.8,149,7,3.61,0,96,0,31.3,9,99,,96,0.1,645,25000000,5.1,5.1,,
Democratic People's Republic of Korea,2011,Developing,69.4,153,8,3.39,0,94,0,3.8,10,99,,94,0.1,645,25000000,5.1,5.2,,
Democratic People's Republic of Korea,2010,Developing,69,157,8,3.12,0,93,0,3.3,10,99,,93,0.1,645,25000000,5.2,5.2,,
Democratic People's Republic of Korea,2009,Developing,68.7,161,9,3.35,0,93,0,29.7,11,98,,93,0.1,645,25000000,5.3,5.3,,
Democratic People's Republic of Korea,2008,Developing,68.6,164,9,3.16,0,92,8,29.2,12,98,,92,0.1,645,25000000,5.4,5.4,,
Democratic People's Republic of Korea,2007,Developing,68.5,166,9,3.13,0,92,3550,28.7,12,99,,92,0.1,645,25000000,5.5,5.5,,
Democratic People's Republic of Korea,2006,Developing,68.5,165,10,3.28,0,96,0,28.2,12,98,,89,0.1,645,25000000,5.6,5.6,,
Democratic People's Republic of Korea,2005,Developing,68.5,165,10,3.21,0,92,0,27.7,13,97,,79,0.1,645,25000000,5.7,5.7,,
Democratic People's Republic of Korea,2004,Developing,68.4,165,11,3.13,0,98,0,27.2,14,99,,72,0.1,645,25000000,5.7,5.7,,
Democratic People's Republic of Korea,2003,Developing,68.1,165,12,3.13,0,27,0,26.7,15,99,,68,0.1,645,25000000,5.8,5.8,,
Democratic People's Republic of Korea,2002,Developing,67.6,167,14,3.08,0,,0,26.2,18,99,,64,0.1,645,25000000,5.9,5.9,,
Democratic People's Republic of Korea,2001,Developing,66.6,177,16,2.53,0,,0,25.7,21,98,,62,0.1,645,25000000,5.9,6,,
Democratic People's Republic of Korea,2000,Developing,65.4,192,18,3.52,0,,0,25.2,25,93,,56,0.1,645,25000000,6,6,,
Denmark,2015,Developed,86,71,0,,0,,9,58.8,0,93,,93,0.1,5314.64416,5683483,1.1,0.9,0.923,19.2
Denmark,2014,Developed,84,73,0,9.64,10468.76292,,27,58.4,0,94,1.8,94,0.1,62425.5392,5643475,1.1,0.9,0.926,19.2
Denmark,2013,Developed,81,75,0,9.5,10261.763,,17,58.1,0,94,11.25,94,0.1,61191.19263,5614932,1.1,0.9,0.924,18.7
Denmark,2012,Developed,80,76,0,9.26,928.4170785,,2,57.7,0,94,1.98,94,0.1,5857.521,5591572,1.1,0.9,0.922,18.4
Denmark,2010,Developed,79.2,84,0,10.28,954.4865933,,5,57,0,9,11.8,9,0.1,5841.41122,5547683,1.1,0.9,0.906,16.8
Denmark,2008,Developed,78.8,88,0,10.7,10761.18209,,14,56.3,0,88,1.18,88,0.1,64322.6664,5493621,1.1,0.9,0.906,16.8
Denmark,2007,Developed,78.4,93,0,10.99,9703.068121,,2,55.9,0,87,9.99,87,0.1,58487.451,5461438,1.2,0.9,0.904,16.7
Denmark,2006,Developed,78.1,93,0,11.02,850.9544783,,27,55.4,0,93,9.92,93,0.1,5226.99311,5437272,1.2,0.9,0.902,16.9
Denmark,2005,Developed,78.1,92,0,11.28,7627.412444,,2,55,0,93,9.77,93,0.1,48799.8237,5419432,1.2,1,0.897,16.6
Denmark,2002,Developed,77,14,0,11.34,4801.546125,,32,53.3,0,98,9.33,98,0.1,33228.69291,5375931,1.2,1,0.875,16.6
Denmark,2001,Developed,77,12,0,11.56,530.4832336,,11,52.8,0,97,9.1,97,0.1,3751.64946,5358783,1.3,1,0.862,16.2
Denmark,2000,Developed,76.9,12,0,11.69,508.7496912,,14,52.2,0,97,8.7,97,0.1,3743.55917,5339616,1.3,1,0.86,16.5
Djibouti,2015,Developing,63.5,241,1,,0,84,47,35,1,84,,84,2.1,1862.167274,927414,5.6,5.4,0.47,6.3
Djibouti,2014,Developing,63,252,1,0.38,24.73299655,78,0,34.4,1,78,1.57,78,2.1,174.91511,912164,5.6,5.4,0.467,6.3
Djibouti,2013,Developing,62.7,256,1,0.53,229.4410095,82,28,33.8,2,82,9.14,82,2.1,1622.637974,896688,5.6,5.4,0.464,6.3
Djibouti,2012,Developing,62.2,263,1,0.52,217.2125786,81,709,33.2,2,81,8.95,81,1.9,1536.15685,881185,5.6,5.5,0.46,6.3
Djibouti,2011,Developing,61.8,268,1,0.39,20.35974738,87,49,32.7,2,87,8.71,87,2.7,143.986898,865937,5.6,5.5,0.451,5.9
Djibouti,2010,Developing,61.3,273,1,0.44,187.4960097,88,7,32.2,2,88,8.84,88,3.1,1325.99724,851146,5.6,5.6,0.441,5.5
Djibouti,2008,Developing,62,289,1,0.49,171.7686449,88,143,31.3,2,89,8.5,89,3.3,1214.77118,822934,5.7,5.6,0.427,5
Djibouti,2005,Developing,58.6,318,2,1.23,12.70325933,,298,3.2,2,71,7.21,71,3.9,94.7297489,783254,5.9,5.8,0.396,4
Djibouti,2003,Developing,58,325,2,1.02,94.13302875,,37,29.4,2,68,6.22,68,4.2,819.974118,758615,6.1,5.9,0.378,3.5
Djibouti,2002,Developing,57.9,322,2,1.03,13.46662004,,50,29,2,62,5.45,62,4.3,792.15412,746221,6.2,6,0.372,3.3
Djibouti,2001,Developing,57.7,323,2,0.95,92.4978948,,79,28.6,2,49,5.37,53,4.3,781.2322196,732711,6.3,6.1,0.363,2.9
Djibouti,2000,Developing,57.4,325,2,1.34,91.95075901,,183,28.2,2,46,5.75,46,4.1,768.176767,717584,6.4,6.1,0.361,2.9
Dominican Republic,2010,Developing,72.7,166,6,6.02,664.5585242,83,0,53.6,8,85,4.6,88,0.9,5451.6696,9897985,3.3,3.3,0.697,12.9
Dominican Republic,2009,Developing,73.6,157,6,6.05,587.8828228,8,0,52.6,8,85,4.41,82,1.2,4952.67753,9767758,3.4,3.3,0.695,12.9
Dominican Republic,2006,Developing,72.3,178,7,6.2,352.9551269,84,0,49.3,8,88,4.34,89,1.8,3836.468771,9371338,3.5,3.4,0.677,12.6
Dominican Republic,2005,Developing,69.7,28,7,5.71,289.7418649,87,0,48.2,8,86,4.26,87,2,3681.5993,9237566,3.5,3.4,0.668,12.6
Dominican Republic,2002,Developing,71.4,189,7,6.43,4.67359227,63,0,45.1,8,74,5.79,82,2.4,38.46578,8832285,3.7,3.6,0.66,12.3
Dominican Republic,2001,Developing,71.2,188,7,6.13,340.0239945,66,113,44.1,9,71,5.59,72,2.5,2862.154836,8697126,3.8,3.6,0.656,12.3
Dominican Republic,2000,Developing,72,176,7,6.58,44.79247812,68,253,43.1,9,71,5.9,78,2.5,282.4242,8562622,3.8,3.7,0.651,12.2
Ecuador,2015,Developing,76.2,118,6,,0,78,0,54.2,7,84,,78,0.1,625.62224,16144368,1.2,1.1,0.739,14
Ecuador,2013,Developing,76,121,6,3.77,59.12850204,87,0,52.8,8,87,7.29,87,0.1,674.9829,15661547,1.3,1.1,0.725,13.4
Ecuador,2012,Developing,75.5,127,7,3.92,41.88087712,88,72,52.1,8,85,6.48,87,0.1,572.14313,15419666,1.3,1.2,0.717,13.3
Ecuador,2011,Developing,75.3,131,7,3.99,344.7412164,88,257,51.4,8,85,5.92,88,0.1,5223.351763,15177355,1.3,1.2,0.71,13.2
Ecuador,2009,Developing,75.1,137,7,3.87,282.1440066,91,0,5,8,91,5.58,94,0.1,4255.56571,14691275,1.3,1.2,0.702,13.1
Ecuador,2008,Developing,74.6,139,7,3.76,197.9303077,93,1,49.3,9,94,5.66,96,0.1,4274.95265,14447562,1.3,1.2,0.698,13
Ecuador,2005,Developing,74.2,151,8,3.54,18.09317114,92,0,47.2,9,89,5.87,92,0.3,321.942547,13735233,1.4,1.3,0.688,12.8
Ecuador,2001,Developing,73.4,158,9,4.13,14.5887403,69,2,44.3,10,9,3.86,89,0.3,193.741571,12852755,1.6,1.5,0.67,12.4
Ecuador,2000,Developing,72.8,163,9,3.99,84.17527008,36,0,43.6,11,83,3.38,87,0.3,1451.29776,12628596,1.6,1.5,0.668,12.4
Egypt,2015,Developing,79,159,51,,0,93,5432,61.1,60,93,,93,0.1,3000,97000000,2.8,2.8,0.688,13.1
Egypt,2014,Developing,78,161,53,0.21,0,94,1314,6.2,62,94,5.64,94,0.1,3000,97000000,2.8,2.8,0.686,13.1
Egypt,2013,Developing,79,159,54,0.21,0,97,405,59.4,63,97,5.46,97,0.1,3000,97000000,2.9,2.8,0.681,12.8
Egypt,2012,Developing,72,165,54,0.23,0,93,245,58.6,64,93,5.29,93,0.1,3000,97000000,2.9,2.8,0.673,12.4
Egypt,2011,Developing,74,168,55,0.22,0,96,26,57.8,64,96,5.4,96,0.1,3000,97000000,2.9,2.9,0.671,12.4
Egypt,2010,Developing,70,173,54,0.22,0,97,16,57,64,97,4.8,97,0.1,3000,97000000,3,2.9,0.665,12.2
Egypt,2009,Developing,69.9,174,54,0.21,0,97,608,56.2,64,97,5.1,97,0.1,3000,97000000,3,3,0.659,12
Egypt,2008,Developing,69.8,172,54,0.24,0,97,668,55.5,65,97,4.82,97,0.1,3000,97000000,3.1,3,0.651,11.9
Egypt,2007,Developing,69.7,171,55,0.21,0,98,1684,54.8,65,98,4.95,98,0.1,3000,97000000,3.1,3.1,0.644,11.7
Egypt,2006,Developing,69.5,175,55,0.18,0,98,953,54.2,66,98,5.24,98,0.1,3000,97000000,3.2,3.1,0.636,11.5
Egypt,2005,Developing,69.4,174,56,0.16,0,98,77,53.5,68,98,5.6,98,0.1,3000,97000000,3.2,3.2,0.629,11.4
Egypt,2004,Developing,69,176,57,0.16,0,97,80,52.9,70,97,5.21,97,0.1,3000,97000000,3.3,3.2,0.623,11.2
Egypt,2003,Developing,68.6,178,59,0.15,0,98,164,52.3,72,98,5.41,98,0.1,3000,97000000,3.3,3.3,0.621,11.3
Egypt,2002,Developing,68.7,177,61,0.15,0,97,653,51.8,75,97,5.97,97,0.1,3000,97000000,3.4,3.4,0.617,11.2
Egypt,2001,Developing,68.6,177,63,0.14,0,99,2150,51.2,78,99,5.75,99,0.1,3000,97000000,3.5,3.4,0.612,11.1
Egypt,2000,Developing,68.8,171,65,0.14,0,98,2633,5.7,82,98,5.55,98,0.1,3000,97000000,3.6,3.5,0.606,11
El Salvador,2015,Developing,73.5,178,2,,0,91,0,56.1,2,92,,91,0.2,4127.11775,6312478,1.6,1.5,0.678,13.2
El Salvador,2014,Developing,73.3,181,2,2.52,665.7260253,93,0,55.4,2,93,6.77,94,0.2,3988.771871,6281189,1.6,1.6,0.676,13.2
El Salvador,2012,Developing,73,181,2,2.48,591.7757569,92,0,54.1,2,93,6.7,92,0.3,3827.786267,6221246,1.6,1.6,0.67,13.2
El Salvador,2010,Developing,72,191,2,2.36,469.3904193,89,0,52.8,2,89,6.91,89,0.3,3474.392445,6164626,1.7,1.6,0.662,12.9
El Salvador,2009,Developing,71.4,23,2,2.55,416.4338399,91,0,52.1,2,91,6.83,91,0.3,3366.482133,6137276,1.7,1.6,0.662,12.8
El Salvador,2003,Developing,69.9,29,3,3.1,400.1342971,94,0,47.8,4,93,7.61,94,0.3,2519.737387,5971535,2,1.9,0.628,12
El Salvador,2000,Developing,69,218,4,2.79,353.6690328,99,0,45.3,5,98,8.17,99,0.4,2238.4116,5867626,2.1,2,0.607,11.3
Equatorial Guinea,2015,Developing,58.2,32,3,,0,16,1250,24.5,4,17,,16,4.2,1347.31257,1175389,8.4,8.3,0.582,9.2
Equatorial Guinea,2014,Developing,57.9,32,3,0.01,13.40477417,2,13,24,4,24,3.8,2,4.4,192.59733,1129424,8.5,8.4,0.582,9.2
Eritrea,2008,Developing,67,322,6,0.49,11.76572311,94,0,15.1,9,94,3.69,94,1.1,326.825642,4232636,9.1,9.1,0.406,5.2
Eritrea,2007,Developing,62,329,6,1.23,11.42385961,91,55,14.7,9,91,3.29,91,1.3,317.3294336,4153332,9.2,9.2,0.405,5.3
Eritrea,2004,Developing,59.1,342,7,0.64,10.26097341,84,24,13.6,10,98,3.14,98,1.8,287.4222243,3858623,9.6,9.6,0,5
Eritrea,2003,Developing,58.8,343,7,0.56,6.913998013,91,376,13.3,10,95,3.5,93,1.9,232.7945459,3738265,9.7,9.7,0,4.7
Eritrea,2002,Developing,58.5,343,7,0.83,0.703132179,86,460,13.1,10,92,4.2,9,1.9,21.7687981,3614639,9.9,9.9,0,4.4
Eritrea,2001,Developing,58.1,345,7,0.61,5.593619538,,204,12.8,10,89,3.95,86,2,215.139213,3497124,1,1,0,4.3
Estonia,2014,Developing,77.3,122,0,0.01,2700.07305,93,0,59.4,0,93,6.38,93,0.1,19941.45532,1314545,1.9,1.9,0.86,16.5
Estonia,2013,Developing,76.9,127,0,0.01,261.2914808,93,2,59,0,94,6.48,94,0.1,1929.7746,1317997,1.9,1.9,0.856,16.5
Estonia,2012,Developing,76.3,135,0,0.01,2263.103797,94,4,58.5,0,94,6.36,94,0.1,17421.8922,1322696,1.9,1.9,0.85,16.5
Estonia,2011,Developing,76.1,138,0,0.01,2146.945741,94,7,58,0,93,5.83,93,0.1,17454.84342,1327439,1.9,2,0.838,16.4
Estonia,2010,Developing,75.6,137,0,14.97,1802.017593,94,0,57.6,0,94,6.25,94,0.1,14638.6482,1331475,1.9,2,0.833,16.2
Estonia,2009,Developing,74.9,156,0,15.04,1717.088711,95,0,57.1,0,95,6.93,95,0.1,14726.31828,1334515,2,2,0.836,16.1
Estonia,2005,Developing,72.8,189,0,15.52,153.5045263,95,2,55.5,0,96,5.2,96,0.1,1338.31322,1354775,2.1,2.2,0.812,15.9
Estonia,2001,Developing,78,225,0,0.01,88.62945822,,0,54.3,0,94,4.85,94,0.1,4498.95727,1388115,2.4,2.5,0.781,15
Estonia,2000,Developing,78,218,0,0.01,5.34809451,,9,54,0,93,5.28,93,0.1,47.32827,1396985,2.5,2.5,0.764,14.4
Ethiopia,2014,Developing,64.2,234,140,0.01,89.95805845,77,12739,17.2,202,75,4.88,77,0.6,571.1622759,97366774,1.5,1.3,0.435,8.4
Ethiopia,2013,Developing,63.7,237,145,1.86,8.313282039,72,5253,16.8,211,7,5.19,72,0.9,52.1535887,94887724,1.6,1.4,0.427,8.4
Ethiopia,2012,Developing,63.3,241,150,1.84,86.82551124,69,4347,16.4,221,7,5.77,69,1.2,468.567249,92444183,1.7,1.5,0.422,8.4
Ethiopia,2009,Developing,68,274,169,1.17,53.77354001,56,1176,15.3,256,65,4.41,58,2,379.7566385,85416253,11.1,1.8,0.393,8.1
Ethiopia,2008,Developing,59.8,289,177,1.13,38.55783268,52,3511,14.9,270,63,4.28,54,2.4,325.3825543,83184892,11.2,1.9,0.378,7.6
Ethiopia,2003,Developing,54,363,228,0.79,10.97201912,,228,13.2,360,55,4.64,37,4.4,118.8734466,72545144,11.6,11.5,0.306,5.2
Ethiopia,2001,Developing,52.5,372,246,0.85,1.186227577,,2366,12.6,392,55,4.26,32,4.9,12.1789279,68492257,11.8,11.7,0.283,4.3
Ethiopia,2000,Developing,51.2,391,253,0.88,11.59481766,,1660,12.3,404,55,4.36,3,5,123.876257,66537331,11.9,11.8,0,3.9
Fiji,2015,Developing,69.9,188,0,,0,99,0,62.7,0,99,,99,0.1,4921.89629,892149,4,3.7,0.734,15.3
Fiji,2013,Developing,69.6,192,0,0.01,460.6487805,99,0,61.1,0,99,4.26,99,0.1,4763.68956,879715,4,3.7,0.719,15
Fiji,2012,Developing,69.4,195,0,0.01,431.4854874,99,0,6.2,0,99,4.16,99,0.1,4546.73854,873596,4,3.7,0.714,14.9
Fiji,2009,Developing,68.9,23,0,2.31,60.65068446,99,1,58,0,99,4.26,99,0.1,3369.48247,851967,4,3.7,0.704,14.5
Fiji,2007,Developing,68.6,29,0,2.09,5.889526221,99,0,56.6,0,99,3.74,99,0.1,478.82327,834812,4.1,3.8,0.698,14.2
Fiji,2006,Developing,68.5,211,0,2.06,52.1241634,99,136,55.9,0,98,3.84,98,0.1,3749.939813,827411,4.1,3.8,0.695,14
Fiji,2005,Developing,68.3,214,0,2.02,64.39203443,99,0,55.1,0,97,3.61,96,0.1,3658.63832,821817,4.1,3.8,0.699,13.9
Fiji,2004,Developing,68.1,218,0,1.63,43.99452464,99,37,54.2,0,96,3.61,95,0.1,3332.918533,818354,4.2,3.9,0.691,13.4
Fiji,2003,Developing,68,22,0,1.76,253.8196705,99,305,53.2,0,95,3.35,94,0.1,2835.973972,816628,4.2,3.9,0.689,13.3
Fiji,2002,Developing,67.9,22,0,1.85,206.071686,99,304,52.2,0,94,3.48,93,0.1,2259.55796,815691,4.2,3.9,0.687,13.3
Fiji,2001,Developing,67.8,221,0,1.93,20.7119129,98,17,51.2,0,92,3.28,91,0.1,238.891729,814218,4.3,4,0.683,13.2
Fiji,2000,Developing,67.7,221,0,2.05,31.25834616,98,0,5.2,0,91,3.87,9,0.1,276.1338,811223,4.3,4,0.681,13.1
Finland,2015,Developing,81.1,76,0,,0,,2,62.1,0,97,,97,0.1,4245.39744,5479531,0.9,0.8,0.893,17
Finland,2014,Developing,89,78,0,8.8,6164.455402,,0,61.7,0,98,9.68,98,0.1,49914.61864,5461512,0.9,0.8,0.89,17
Finland,2013,Developing,87,79,0,8.97,6115.496624,,2,61.4,0,98,9.55,98,0.1,49638.7713,5438972,0.9,0.8,0.887,17
Finland,2012,Developing,84,82,0,9.24,5889.012536,,0,61,0,99,9.3,99,0.1,47415.55987,5413971,0.9,0.8,0.884,17
Finland,2011,Developing,83,86,0,9.81,71.01620838,,27,6.6,0,99,9.1,99,0.1,579.72415,5388272,0.9,0.8,0.878,16.9
Finland,2010,Developing,79.9,89,0,9.72,591.6691405,,5,6.2,0,99,9.5,99,0.1,4622.41516,5363352,0.9,0.8,0.874,16.8
Finland,2009,Developing,79.7,91,0,9.96,579.7384368,,2,59.8,0,99,9.2,99,0.1,4717.15571,5338871,0.9,0.8,0.878,17
Finland,2008,Developing,79.6,94,0,10.26,678.88112,,5,59.4,0,97,8.35,99,0.1,5341.31487,5313399,0.9,0.8,0.876,17.1
Finland,2006,Developing,79.2,96,0,10.15,524.7775227,,0,58.6,0,97,8.38,97,0.1,4112.67651,5266268,0.9,0.8,0.869,17.2
Finland,2004,Developing,78.7,12,0,9.89,4508.806185,,0,57.6,0,96,8.21,98,0.1,37636.11173,5228172,0.9,0.8,0.869,18.3
France,2014,Developing,82.2,79,3,11.5,6739.677606,83,267,62,3,98,11.54,98,0.1,42955.24287,66331957,0.6,0.6,0.89,16.2
France,2011,Developing,81.7,83,3,11.8,683.9190568,74,14949,6.6,3,99,11.33,99,0.1,4381.288,65342776,0.6,0.6,0.882,16.1
France,2006,Developing,86,92,3,12.4,5689.991931,39,40,58,4,99,1.53,99,0.1,36544.5853,63621376,0.6,0.6,0.87,16.1
France,2005,Developing,81,93,3,12.2,5451.701225,35,36,57.5,4,98,1.6,98,0.1,34879.72633,63179356,0.6,0.6,0.86,15.5
France,2003,Developing,79.3,99,3,13.49,4572.441963,28,0,56.4,4,96,1.43,97,0.1,29691.18158,62244884,0.6,0.6,0.852,15.4
France,2001,Developing,79,13,3,13.89,3451.185079,28,0,55.2,4,98,9.89,97,0.1,22527.31775,61357431,0.7,0.6,0.849,15.6
Gabon,2014,Developing,65.5,237,2,0.01,715.2816939,7,33,35.8,3,68,3.44,7,2.8,9692.163874,1875713,6.1,6,0.687,12.6
Gabon,2013,Developing,64.6,255,2,8.86,154.8758879,79,122,35.2,3,77,3.98,79,3.7,9679.742995,1817271,6.2,6.1,0.678,12.5
Gabon,2012,Developing,63.5,276,2,8.3,805.3925284,82,2,34.6,3,8,3.13,82,4.9,9774.18117,1756817,6.3,6.2,0.669,12.5
Gabon,2009,Developing,61.7,31,2,8.64,52.31086276,79,0,33,3,74,3.43,76,8,763.66223,1586754,6.7,6.5,0.652,12.4
Gabon,2008,Developing,61.6,298,2,8.75,11.05422474,82,3,32.4,3,81,2.54,82,8.9,194.2746,1536411,6.8,6.6,0.651,12.4
Gabon,2007,Developing,61.6,291,2,9.02,545.4389573,75,0,31.9,3,78,2.86,81,10,8352.81711,1489193,6.9,6.8,0.645,12.4
Gabon,2006,Developing,61.4,288,2,8.01,40.53719812,52,90,31.4,3,44,2.88,45,10.7,727.777345,1444844,7.1,6.9,0.646,12.4
Gabon,2003,Developing,59.7,32,2,6.47,352.232365,,0,29.8,3,44,3.48,45,11,4892.11618,1328146,7.5,7.4,0.638,12.3
Gabon,2001,Developing,59.8,37,2,9.29,183.6980778,,5129,28.7,3,44,3.23,45,10.1,3976.14887,1262259,7.8,7.7,0.633,12.3
Gabon,2000,Developing,61,296,2,8.87,218.1727473,,15,28.1,3,44,2.89,45,9.5,4116.46693,1231122,8,7.8,0.637,12.2
Gambia,2015,Developing,61.1,262,3,,0,97,71,27.3,5,96,,97,1.7,600,2000000,7.3,7.2,0.45,8.9
Gambia,2014,Developing,68,266,3,0.01,0,96,1,26.7,5,97,7.34,96,1.7,600,2000000,7.5,7.3,0.449,8.9
Gambia,2013,Developing,66,266,3,0.01,0,97,0,26,5,96,6.49,97,1.6,600,2000000,7.6,7.5,0.445,8.9
Gambia,2012,Developing,62,269,3,0.01,0,98,0,25.4,5,98,6.12,98,1.4,600,2000000,7.8,7.7,0.44,8.8
Gambia,2011,Developing,59.8,277,3,3.41,0,96,0,24.8,5,95,6.24,96,1.8,600,2000000,8,7.9,0.441,8.7
Gambia,2010,Developing,59.3,284,3,3.48,0,97,2,24.1,6,97,5.75,97,2.1,600,2000000,8.2,8.1,0.439,8.8
Gambia,2009,Developing,59,286,3,2.99,0,97,0,23.5,6,97,5.85,98,2.7,600,2000000,8.4,8.3,0.434,8.9
Gambia,2008,Developing,58.7,287,3,2.79,0,98,0,22.8,6,96,5.95,96,3,600,2000000,8.6,8.5,0.426,8.6
Gambia,2007,Developing,58.5,288,3,2.64,0,97,0,22.2,6,94,5.76,95,3.1,600,2000000,8.8,8.7,0.42,8.4
Gambia,2006,Developing,58.2,288,3,2.93,0,95,0,21.5,6,94,5.52,95,3,600,2000000,9,8.9,0.415,8.1
Gambia,2005,Developing,57.7,294,3,2.26,0,95,0,2.9,6,94,4.97,95,3,600,2000000,9.2,9.1,0.412,7.8
Gambia,2004,Developing,57.3,296,3,2.51,0,95,0,2.3,6,88,4.35,87,2.9,600,2000000,9.4,9.3,0.404,7.6
Gambia,2003,Developing,57,297,3,2.47,0,94,119,19.7,6,87,4.22,87,2.7,600,2000000,9.6,9.6,0.395,7.3
Gambia,2002,Developing,56.6,298,3,2.08,0,92,32,19.1,6,86,3.75,87,2.5,600,2000000,9.8,9.8,0.392,7
Gambia,2001,Developing,56.3,3,3,2.25,0,91,99,18.5,6,85,3.71,87,2.3,600,2000000,1,1,0.384,6.8
Gambia,2000,Developing,55.9,33,3,2.18,0,91,336,18,6,84,3.61,8,2,600,2000000,1.2,1.2,0.377,6.5
Georgia,2015,Developing,74.4,129,1,,0,94,431,56.2,1,91,,94,0.1,3764.64912,10000000,2.7,2.8,0.768,13.9
Georgia,2014,Developing,74.5,125,1,6.13,221.482875,91,3188,55.3,1,91,7.42,91,0.1,4429.6575,10000000,2.7,2.8,0.759,13.5
Georgia,2013,Developing,74.5,128,1,5.91,180.3787034,96,7872,54.4,1,94,7.25,93,0.1,4274.376857,10000000,2.7,2.8,0.755,13.5
Georgia,2012,Developing,74.2,13,1,7.71,158.2576025,92,31,53.6,1,93,8.57,92,0.1,4142.869175,10000000,2.6,2.8,0.749,13.4
Georgia,2011,Developing,73.9,127,1,8.14,198.94876,89,64,52.8,1,88,9.38,94,0.1,3725.63221,10000000,2.6,2.8,0.742,13.3
Georgia,2010,Developing,73.8,132,1,7.24,194.1732658,95,22,52,1,88,1.5,92,0.1,2964.47734,10000000,2.6,2.8,0.738,13.3
Georgia,2009,Developing,73.2,133,1,6.66,18.5314303,54,23,51.3,1,93,1.19,88,0.1,276.588512,10000000,2.6,2.8,0.734,12.8
Georgia,2008,Developing,73.9,128,1,7.17,151.762567,89,56,5.5,1,9,8.99,92,0.1,3174.9491,10000000,2.6,2.8,0.735,13.1
Georgia,2007,Developing,74.4,12,1,8.65,106.164686,94,44,49.9,1,88,8.17,98,0.1,2492.12878,10000000,2.7,2.9,0.722,12.5
Georgia,2006,Developing,73.9,126,1,6.18,110.1138286,84,334,49.2,1,89,8.39,88,0.1,1872.68416,10000000,2.7,2.9,0.714,12.6
Georgia,2005,Developing,73.9,128,1,4.7,9.444875415,79,1356,48.6,1,82,8.6,82,0.1,153.57521,10000000,2.8,2.9,0.703,12.2
Georgia,2004,Developing,72.3,134,1,3.74,7.132564768,64,6847,48.1,1,66,8.53,78,0.1,127.367228,10000000,2.8,3,0.694,12
Georgia,2003,Developing,72.7,132,1,3.36,70.54185252,48,216,47.5,2,74,8.49,75,0.1,928.18227,10000000,2.9,3,0.684,11.8
Georgia,2002,Developing,71.7,142,2,2.72,60.55818291,51,199,47,2,89,8.72,84,0.1,779.3845935,10000000,2.9,3,0.677,11.8
Georgia,2001,Developing,73,121,2,2.76,57.10318825,61,35,46.5,2,83,7.82,87,0.1,733.974142,10000000,3,3.1,0.673,11.7
Georgia,2000,Developing,71.8,129,2,3.28,47.81704183,55,50,46,2,81,6.94,8,0.1,691.997711,10000000,3.1,3.1,0,11.4
Germany,2015,Developed,81,68,2,,0,88,2464,62.3,3,94,,95,0.1,41176.88158,81686611,1.1,1.1,0.924,17.1
Germany,2007,Developed,79.8,82,3,11.5,7777.556353,86,567,58.5,3,95,1.18,96,0.1,41814.8191,82266372,1.1,1.1,0.898,16.6
Germany,2006,Developed,79.6,84,3,11.76,6407.535954,87,2307,58,3,94,1.34,96,0.1,36447.87232,82376451,1.1,1.1,0.892,16.5
Germany,2005,Developed,79.2,85,3,11.67,6012.92584,9,778,57.6,3,95,1.52,96,0.1,34696.6292,82469422,1.1,1.1,0.884,16.4
Germany,2003,Developed,78.5,9,3,11.92,582.6157028,9,779,56.6,4,96,1.62,97,0.1,3359.95215,82534176,1.1,1.1,0.872,16.3
Germany,2002,Developed,78.4,91,3,12.25,437.1059663,87,4657,56.1,4,97,1.4,93,0.1,2525.16445,82488495,1.2,1.1,0.867,16.3
